nr articolo,budget/consuntivo,Nr. Ordine di produzione,Descrizione,Nr. Area di produzione,Risorsa,Tempo risorsa,Quantità di output
ART0005136,CONSUNTIVO,ODP19-01438,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000748,CONSUNTIVO,ODP19-01984,Controllo qualità,CQ,RIS16,0.00,20.00
ART0001170,CONSUNTIVO,ODP19-02318,Fresatura,A30,RIS5,1.00,0.00
ART0001170,CONSUNTIVO,ODP19-02318,Saldatura,A11,RIS3,0.33,2.00
ART0001409,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,49.00
ART0000748,CONSUNTIVO,ODP19-01984,Montaggio,A40,RIS13,2.00,20.00
ART0000778,CONSUNTIVO,ODP19-01987,Montaggio,A40,RIS13,0.25,1.00
ART0000782,CONSUNTIVO,ODP19-01987,Montaggio,A40,RIS13,0.50,2.00
ART0001514,CONSUNTIVO,ODP19-02500,Fresatura,A30,RIS5,1.25,4.00
ART0001174,CONSUNTIVO,ODP19-02221,Tornitura,A20,RIS11,6.00,0.00
ART0002712,CONSUNTIVO,ODP19-02549,Fresatura,A30,RIS5,0.75,5.00
ART0001170,CONSUNTIVO,ODP19-02318,Fresatura,A30,RIS5,2.25,2.00
ART0000635,CONSUNTIVO,ODP19-01905,Fresatura,A30,RIS14,1.00,4.00
ART0001174,CONSUNTIVO,ODP19-02221,Tornitura,A20,RIS2,0.75,0.00
ART0001170,CONSUNTIVO,ODP19-02318,Tornitura,A20,RIS2,1.50,0.00
ART0001610,CONSUNTIVO,ODP19-02549,Tornitura,A20,RIS13,2.00,8.00
ART0000635,CONSUNTIVO,ODP19-01905,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001174,CONSUNTIVO,ODP19-02221,Saldatura,A11,RIS3,1.75,6.00
ART0005136,CONSUNTIVO,ODP19-02601,Tornitura,A20,RIS11,4.00,0.00
ART0001174,CONSUNTIVO,ODP19-02221,Tornitura,A20,RIS2,3.50,0.00
ART0001174,CONSUNTIVO,ODP19-02221,Fresatura,A30,RIS5,0.25,0.00
ART0001174,CONSUNTIVO,ODP19-02221,Fresatura,A30,RIS5,1.25,6.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS2,2.00,1.00
ART0005136,CONSUNTIVO,ODP19-02637,Tornitura,A20,RIS14,1.50,4.00
ART0005136,CONSUNTIVO,ODP19-02637,Tornitura,A20,RIS14,4.50,4.00
ART0005136,CONSUNTIVO,ODP19-02637,Tornitura,A20,RIS14,-1.50,0.00
ART0005136,CONSUNTIVO,ODP19-02637,Tornitura,A20,RIS14,-4.50,0.00
ART0001610,CONSUNTIVO,ODP19-02549,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000797,CONSUNTIVO,ODP19-02549,Montaggio,A40,RIS13,0.25,1.00
ART0000797,CONSUNTIVO,ODP19-02549,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000772,CONSUNTIVO,ODP19-02500,Montaggio,A40,RIS13,0.33,1.00
ART0000772,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001514,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002712,CONSUNTIVO,ODP19-02549,Controllo qualità,CQ,RIS16,0.00,5.00
ART0004169,CONSUNTIVO,ODP19-02477,Tornitura,A20,RIS1,8.00,0.00
ART0000784,CONSUNTIVO,ODP19-02549,Montaggio,A40,RIS13,2.00,5.00
ART0000784,CONSUNTIVO,ODP19-02549,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001170,CONSUNTIVO,ODP19-02318,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001174,CONSUNTIVO,ODP19-02221,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000223,CONSUNTIVO,ODP19-02131,Fresatura,A30,RIS14,3.50,4.00
ART0000223,CONSUNTIVO,ODP19-02131,Fresatura,A30,RIS14,1.50,0.00
ART0004169,CONSUNTIVO,ODP19-02477,Tornitura,A20,RIS1,1.00,14.00
ART0004169,CONSUNTIVO,ODP19-02477,Fresatura,A30,RIS1,0.00,0.00
ART0001830,CONSUNTIVO,ODP19-02500,Tornitura,A20,RIS1,4.00,4.00
ART0000811,CONSUNTIVO,ODP19-02668,Montaggio,A40,RIS13,0.50,1.00
ART0000811,CONSUNTIVO,ODP19-02668,Controllo qualità,CQ,RIS16,0.00,1.00
ART0000847,CONSUNTIVO,ODP19-01726,Montaggio,A40,RIS13,1.00,2.00
ART0000847,CONSUNTIVO,ODP19-01726,Controllo qualità,CQ,RIS16,0.00,2.00
ART0003269,CONSUNTIVO,ODP19-02634,Fresatura,A30,RIS14,7.50,0.00
ART0003269,CONSUNTIVO,ODP19-02634,Fresatura,A30,RIS14,5.00,24.00
ART0003269,CONSUNTIVO,ODP19-02634,Controllo qualità,CQ,RIS16,0.00,24.00
ART0001886,CONSUNTIVO,ODP19-01583,Controllo qualità,CQ,RIS16,0.00,16.00
ART0001921,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,13.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS2,0.50,0.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS2,0.25,0.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS13,1.50,0.00
ART0001946,CONSUNTIVO,ODP19-02667,Fresatura,A30,RIS1,6.00,0.00
ART0001946,CONSUNTIVO,ODP19-02667,Saldatura,A11,RIS3,0.75,1.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS2,1.00,0.00
ART0000223,CONSUNTIVO,ODP19-02131,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000848,CONSUNTIVO,ODP19-01583,Montaggio,A40,RIS13,4.00,15.00
ART0005136,CONSUNTIVO,ODP19-02905,Piegatura,A12,RIS3,0.33,2.00
ART0005136,CONSUNTIVO,ODP19-02905,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001946,CONSUNTIVO,ODP19-02667,Tornitura,A20,RIS2,1.50,0.00
ART0000748,CONSUNTIVO,ODP19-02215,Montaggio,A40,RIS13,3.00,20.00
ART0000748,CONSUNTIVO,ODP19-02215,Controllo qualità,CQ,RIS16,0.00,20.00
ART0000752,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,6.00
ART0000641,CONSUNTIVO,ODP19-02545,Tornitura,A20,RIS2,0.25,1.00
ART0000641,CONSUNTIVO,ODP19-02545,Fresatura,A30,RIS5,0.50,1.00
ART0002740,CONSUNTIVO,ODP19-02615,Tornitura,A20,RIS2,0.75,0.00
ART0000641,CONSUNTIVO,ODP19-02545,Controllo qualità,CQ,RIS16,0.00,1.00
ART0003195,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS14,1.50,4.00
ART0000847,CONSUNTIVO,ODP19-02615,Montaggio,A40,RIS13,1.50,4.00
ART0000847,CONSUNTIVO,ODP19-02615,Controllo qualità,CQ,RIS16,0.00,4.00
ART0003195,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002740,CONSUNTIVO,ODP19-02615,Tornitura,A20,RIS2,4.50,41.00
ART0002740,CONSUNTIVO,ODP19-02615,Tornitura,A20,RIS2,0.00,0.00
ART0002360,CONSUNTIVO,ODP19-02549,Tornitura,A20,RIS2,2.00,4.00
ART0001185,CONSUNTIVO,ODP19-02615,Tornitura,A20,RIS6,2.00,0.00
ART0002360,CONSUNTIVO,ODP19-02549,Tornitura,A20,RIS2,1.25,0.00
ART0005136,CONSUNTIVO,ODP19-02057,Fresatura,A30,RIS5,1.50,3.00
ART0002360,CONSUNTIVO,ODP19-02549,Saldatura,A11,RIS3,1.00,4.00
ART0002740,CONSUNTIVO,ODP19-02615,Fresatura,A30,RIS5,5.75,41.00
ART0001185,CONSUNTIVO,ODP19-02615,Tornitura,A20,RIS6,3.75,11.00
ART0001940,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001830,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002530,CONSUNTIVO,ODP19-02547,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000811,CONSUNTIVO,ODP19-02500,Montaggio,A40,RIS13,2.00,4.00
ART0000811,CONSUNTIVO,ODP19-02500,Controllo qualità,CQ,RIS16,0.00,4.00
ART0005136,CONSUNTIVO,ODP19-02528,Tornitura,A20,RIS1,3.50,26.00
ART0002360,CONSUNTIVO,ODP19-02549,Tornitura,A20,RIS2,3.00,0.00
ART0002504,CONSUNTIVO,ODP19-02843,Tornitura,A20,RIS1,4.00,7.00
ART0002504,CONSUNTIVO,ODP19-02843,Fresatura,A30,RIS1,0.00,0.00
ART0005136,CONSUNTIVO,ODP19-02962,Tornitura,A20,RIS2,0.75,2.00
ART0002615,CONSUNTIVO,ODP19-02669,Tornitura,A20,RIS1,1.50,1.00
ART0002615,CONSUNTIVO,ODP19-02669,Fresatura,A30,RIS1,0.00,1.00
ART0002740,CONSUNTIVO,ODP19-02615,Controllo qualità,CQ,RIS16,0.00,41.00
ART0001129,CONSUNTIVO,ODP19-02605,Tornitura,A20,RIS1,2.50,2.00
ART0001129,CONSUNTIVO,ODP19-02605,Fresatura,A30,RIS1,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-02962,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-02871,Tornitura,A20,RIS2,1.00,20.00
ART0001185,CONSUNTIVO,ODP19-02615,Fresatura,A30,RIS5,2.50,12.00
ART0004889,CONSUNTIVO,ODP19-02502,Fresatura,A30,RIS14,1.50,5.00
ART0001129,CONSUNTIVO,ODP19-02605,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001185,CONSUNTIVO,ODP19-02615,Controllo qualità,CQ,RIS16,0.00,11.00
ART0005136,CONSUNTIVO,ODP19-02871,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002360,CONSUNTIVO,ODP19-02549,Fresatura,A30,RIS5,3.25,4.00
ART0005136,CONSUNTIVO,ODP19-02057,Tornitura,A20,RIS6,1.75,0.00
ART0003824,CONSUNTIVO,ODP19-02793,Tornitura,A20,RIS1,4.00,0.00
ART0003824,CONSUNTIVO,ODP19-02793,Tornitura,A20,RIS1,2.00,61.00
ART0005136,CONSUNTIVO,ODP19-02057,Tornitura,A20,RIS6,3.50,2.00
ART0004362,CONSUNTIVO,ODP19-02842,Tornitura,A20,RIS6,5.25,0.00
ART0000312,CONSUNTIVO,ODP19-02793,Controllo qualità,CQ,RIS16,0.00,26.00
ART0004362,CONSUNTIVO,ODP19-02842,Tornitura,A20,RIS6,1.00,0.00
ART0001252,CONSUNTIVO,ODP19-02986,Tornitura,A20,RIS2,4.50,3.00
ART0005136,CONSUNTIVO,ODP19-02057,Fresatura,A30,RIS5,0.75,1.00
ART0005136,CONSUNTIVO,ODP19-02057,Fresatura,A30,RIS5,0.75,1.00
ART0001653,CONSUNTIVO,ODP19-02986,Tornitura,A20,RIS13,0.33,3.00
ART0001653,CONSUNTIVO,ODP19-02986,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002504,CONSUNTIVO,ODP19-02843,Controllo qualità,CQ,RIS16,0.00,7.00
ART0002918,CONSUNTIVO,ODP19-03179,Tornitura,A20,RIS2,1.00,1.00
ART0002919,CONSUNTIVO,ODP19-03179,Tornitura,A20,RIS2,2.50,1.00
ART0002476,CONSUNTIVO,ODP19-02925,Tornitura,A20,RIS6,4.75,6.00
ART0001427,CONSUNTIVO,ODP19-02799,Tornitura,A20,RIS13,1.50,53.00
ART0001427,CONSUNTIVO,ODP19-02799,Controllo qualità,CQ,RIS16,0.00,53.00
ART0004386,CONSUNTIVO,ODP19-02544,Tornitura,A20,RIS6,2.25,18.00
ART0002615,CONSUNTIVO,ODP19-02669,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001739,CONSUNTIVO,ODP19-03179,Tornitura,A20,RIS2,0.75,4.00
ART0002476,CONSUNTIVO,ODP19-02925,Fresatura,A30,RIS5,1.00,6.00
ART0001739,CONSUNTIVO,ODP19-03179,Tornitura,A20,RIS2,3.00,0.00
ART0001276,CONSUNTIVO,ODP19-02986,Tornitura,A20,RIS2,0.08,1.00
ART0002919,CONSUNTIVO,ODP19-03179,Fresatura,A30,RIS5,0.75,1.00
ART0002918,CONSUNTIVO,ODP19-03179,Fresatura,A30,RIS5,1.00,1.00
ART0001739,CONSUNTIVO,ODP19-03179,Fresatura,A30,RIS5,1.50,4.00
ART0001493,CONSUNTIVO,ODP19-02865,Tornitura,A20,RIS2,1.50,2.00
ART0001493,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004386,CONSUNTIVO,ODP19-02544,Controllo qualità,CQ,RIS16,0.00,18.00
ART0004889,CONSUNTIVO,ODP19-02502,Fresatura,A30,RIS4,3.00,5.00
ART0004889,CONSUNTIVO,ODP19-02502,Saldatura,A11,RIS3,1.75,0.00
ART0001946,CONSUNTIVO,ODP19-02667,Controllo qualità,CQ,RIS16,-1.50,1.00
ART0004362,CONSUNTIVO,ODP19-02842,Controllo qualità,CQ,RIS16,0.00,17.00
ART0002360,CONSUNTIVO,ODP19-02549,Brocciatura / stozzatrice,A33,RIS13,1.50,4.00
ART0002360,CONSUNTIVO,ODP19-02549,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002271,CONSUNTIVO,ODP19-02986,Tornitura,A20,RIS2,2.00,2.00
ART0000783,CONSUNTIVO,ODP19-02843,Montaggio,A40,RIS13,0.50,2.00
ART0000783,CONSUNTIVO,ODP19-02843,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000783,CONSUNTIVO,ODP19-02906,Montaggio,A40,RIS13,1.00,3.00
ART0000783,CONSUNTIVO,ODP19-02906,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002148,CONSUNTIVO,ODP19-02810,Tornitura,A20,RIS2,3.25,6.00
ART0000795,CONSUNTIVO,ODP19-03022,Montaggio,A40,RIS13,1.00,4.00
ART0000795,CONSUNTIVO,ODP19-03022,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000756,CONSUNTIVO,ODP19-03181,Montaggio,A40,RIS13,1.00,5.00
ART0000756,CONSUNTIVO,ODP19-03181,Controllo qualità,CQ,RIS16,0.00,5.00
ART0001252,CONSUNTIVO,ODP19-02986,Fresatura,A30,RIS5,2.50,3.00
ART0001497,CONSUNTIVO,ODP19-02986,Tornitura,A20,RIS2,0.50,1.00
ART0002271,CONSUNTIVO,ODP19-02986,Fresatura,A30,RIS5,1.50,2.00
ART0001575,CONSUNTIVO,ODP19-03181,Tornitura,A20,RIS13,0.33,20.00
ART0001575,CONSUNTIVO,ODP19-03181,Controllo qualità,CQ,RIS16,0.00,20.00
ART0004889,CONSUNTIVO,ODP19-02502,Fresatura,A30,RIS14,1.50,0.00
ART0002148,CONSUNTIVO,ODP19-02810,Fresatura,A30,RIS5,1.75,0.00
ART0003824,CONSUNTIVO,ODP19-02793,Controllo qualità,CQ,RIS16,0.00,61.00
ART0001276,CONSUNTIVO,ODP19-02986,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002148,CONSUNTIVO,ODP19-02810,Fresatura,A30,RIS5,0.25,6.00
ART0004889,CONSUNTIVO,ODP19-02502,Saldatura,A11,RIS3,0.25,5.00
ART0004889,CONSUNTIVO,ODP19-02502,Controllo qualità,CQ,RIS16,0.00,5.00
ART0005136,CONSUNTIVO,ODP19-03390,Tornitura,A20,RIS13,0.67,3.00
ART0005136,CONSUNTIVO,ODP19-03390,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002148,CONSUNTIVO,ODP19-02810,Controllo qualità,CQ,RIS16,0.00,6.00
ART0001739,CONSUNTIVO,ODP19-03179,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001866,CONSUNTIVO,ODP19-03021,Tornitura,A20,RIS6,3.50,0.00
ART0002271,CONSUNTIVO,ODP19-02986,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001252,CONSUNTIVO,ODP19-02986,Controllo qualità,CQ,RIS16,0.00,3.00
ART0001759,CONSUNTIVO,ODP19-03021,Tornitura,A20,RIS6,3.50,0.00
ART0001759,CONSUNTIVO,ODP19-03021,Tornitura,A20,RIS6,2.00,13.00
ART0000778,CONSUNTIVO,ODP19-02799,Montaggio,A40,RIS13,0.25,1.00
ART0000778,CONSUNTIVO,ODP19-02799,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001866,CONSUNTIVO,ODP19-03021,Fresatura,A30,RIS2,2.00,12.00
ART0001759,CONSUNTIVO,ODP19-03021,Fresatura,A30,RIS5,1.50,0.00
ART0001866,CONSUNTIVO,ODP19-03021,Saldatura,A11,RIS3,2.00,12.00
ART0001759,CONSUNTIVO,ODP19-03021,Fresatura,A30,RIS5,1.00,13.00
ART0001759,CONSUNTIVO,ODP19-03021,Controllo qualità,CQ,RIS16,0.00,13.00
ART0001866,CONSUNTIVO,ODP19-03021,Fresatura,A30,RIS1,7.00,12.00
ART0000795,CONSUNTIVO,ODP19-03021,Montaggio,A40,RIS13,1.50,6.00
ART0002897,CONSUNTIVO,ODP19-03306,Fresatura,A30,RIS14,5.00,2.00
ART0001575,CONSUNTIVO,ODP19-03302,Tornitura,A20,RIS13,0.50,20.00
ART0001575,CONSUNTIVO,ODP19-03302,Controllo qualità,CQ,RIS16,0.00,20.00
ART0002360,CONSUNTIVO,ODP19-03302,Tornitura,A20,RIS2,1.50,2.00
ART0002360,CONSUNTIVO,ODP19-03302,Saldatura,A11,RIS3,0.50,2.00
ART0002238,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,0.50,0.00
ART0002238,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.00,4.00
ART0002360,CONSUNTIVO,ODP19-03302,Tornitura,A20,RIS2,1.75,0.00
ART0002228,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,0.50,0.00
ART0002228,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.25,2.00
ART0002360,CONSUNTIVO,ODP19-03302,Fresatura,A30,RIS5,2.25,2.00
ART0000226,CONSUNTIVO,ODP19-02529,Tornitura,A20,RIS2,3.00,10.00
ART0002360,CONSUNTIVO,ODP19-03302,Brocciatura / stozzatrice,A33,RIS13,1.00,2.00
ART0002897,CONSUNTIVO,ODP19-03306,Montaggio,A40,RIS13,0.50,2.00
ART0002897,CONSUNTIVO,ODP19-03306,Controllo qualità,CQ,RIS16,0.00,2.00
ART0000226,CONSUNTIVO,ODP19-02529,Saldatura,A11,RIS3,1.00,10.00
ART0002360,CONSUNTIVO,ODP19-03302,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001866,CONSUNTIVO,ODP19-03021,Controllo qualità,CQ,RIS16,0.00,12.00
ART0000795,CONSUNTIVO,ODP19-03021,Montaggio,A40,RIS13,0.50,1.00
ART0000795,CONSUNTIVO,ODP19-03021,Controllo qualità,CQ,RIS16,0.00,1.00
ART0002238,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,4.00
ART0000795,CONSUNTIVO,ODP19-03211,Montaggio,A40,RIS13,1.50,8.00
ART0000795,CONSUNTIVO,ODP19-03211,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000226,CONSUNTIVO,ODP19-02529,Tornitura,A20,RIS1,1.00,0.00
ART0000226,CONSUNTIVO,ODP19-02529,Tornitura,A20,RIS1,5.00,10.00
ART0000226,CONSUNTIVO,ODP19-02529,Fresatura,A30,RIS1,3.00,10.00
ART0000325,CONSUNTIVO,ODP19-03292,Fresatura,A30,RIS5,1.00,8.00
ART0000325,CONSUNTIVO,ODP19-03292,Controllo qualità,CQ,RIS16,0.00,8.00
ART0000323,CONSUNTIVO,ODP19-03292,Fresatura,A30,RIS5,1.75,6.00
ART0000323,CONSUNTIVO,ODP19-03292,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002228,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0004104,CONSUNTIVO,ODP19-03643,Saldatura,A11,RIS3,1.00,2.00
ART0001786,CONSUNTIVO,ODP19-03922,Tornitura,A20,RIS1,3.00,6.00
ART0002959,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,1.00,2.00
ART0002580,CONSUNTIVO,ODP19-02866,Tornitura,A20,RIS1,4.00,3.00
ART0002580,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS1,0.00,3.00
ART0002988,CONSUNTIVO,ODP19-02866,Tornitura,A20,RIS1,5.00,2.00
ART0002988,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS1,0.00,2.00
ART0004886,CONSUNTIVO,ODP19-03593,Saldatura,A11,RIS3,0.25,1.00
ART0000116,CONSUNTIVO,ODP19-03352,Tornitura,A20,RIS1,1.50,0.00
ART0004202,CONSUNTIVO,ODP19-04016,Tornitura,A20,RIS13,0.75,1.00
ART0004202,CONSUNTIVO,ODP19-04016,Fresatura,A30,RIS1,0.50,1.00
ART0004886,CONSUNTIVO,ODP19-03593,Fresatura,A30,RIS14,0.50,1.00
ART0003189,CONSUNTIVO,ODP19-03600,Fresatura,A30,RIS5,1.50,12.00
ART0003189,CONSUNTIVO,ODP19-03600,Fresatura,A30,RIS3,0.50,12.00
ART0004886,CONSUNTIVO,ODP19-03593,Tornitura,A20,RIS1,1.00,1.00
ART0002581,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,2.00,2.00
ART0003189,CONSUNTIVO,ODP19-03600,Controllo qualità,CQ,RIS16,0.00,12.00
ART0002958,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,0.75,2.00
ART0002263,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.25,2.00
ART0002262,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.00,0.00
ART0001786,CONSUNTIVO,ODP19-03922,Controllo qualità,CQ,RIS16,0.00,6.00
ART0002262,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.25,2.00
ART0000116,CONSUNTIVO,ODP19-03352,Tornitura,A20,RIS2,4.00,3.00
ART0004886,CONSUNTIVO,ODP19-03593,Saldatura,A11,RIS3,0.25,0.00
ART0002455,CONSUNTIVO,ODP19-02865,Tornitura,A20,RIS2,4.50,0.00
ART0002456,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,3.00,0.00
ART0002456,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,0.50,2.00
ART0004104,CONSUNTIVO,ODP19-03643,Tornitura,A20,RIS13,0.01,2.00
ART0004104,CONSUNTIVO,ODP19-03643,Montaggio,A40,RIS13,5.00,2.00
ART0001745,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,2.00,2.00
ART0004886,CONSUNTIVO,ODP19-03593,Saldatura,A11,RIS3,0.17,0.00
ART0000116,CONSUNTIVO,ODP19-03352,Fresatura,A30,RIS5,3.00,0.00
ART0002455,CONSUNTIVO,ODP19-02865,Tornitura,A20,RIS2,7.50,2.00
ART0002989,CONSUNTIVO,ODP19-02866,Tornitura,A20,RIS1,5.00,2.00
ART0004886,CONSUNTIVO,ODP19-03593,Tornitura,A20,RIS1,0.50,1.00
ART0000116,CONSUNTIVO,ODP19-03352,Fresatura,A30,RIS5,0.25,3.00
ART0000783,CONSUNTIVO,ODP19-03922,Montaggio,A40,RIS13,0.50,2.00
ART0000783,CONSUNTIVO,ODP19-03922,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002530,CONSUNTIVO,ODP19-03922,Controllo qualità,CQ,RIS16,0.00,3.00
ART0004886,CONSUNTIVO,ODP19-03593,Controllo qualità,CQ,RIS16,0.00,1.00
ART0004886,CONSUNTIVO,ODP19-03593,Fresatura,A30,RIS14,0.01,0.00
ART0002989,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS5,3.75,3.00
ART0002990,CONSUNTIVO,ODP19-02866,Tornitura,A20,RIS1,4.00,2.00
ART0002990,CONSUNTIVO,ODP19-02866,Fresatura,A30,RIS1,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-04230,Tornitura,A20,RIS2,1.00,12.00
ART0005136,CONSUNTIVO,ODP19-04230,Controllo qualità,CQ,RIS16,0.00,9.00
ART0002958,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002959,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,2.00
ART0005136,CONSUNTIVO,ODP19-04230,Piegatura,A12,RIS3,0.48,1.00
ART0005136,CONSUNTIVO,ODP19-04230,Piegatura,A12,RIS3,0.12,1.00
ART0001637,CONSUNTIVO,ODP19-02865,Tornitura,A20,RIS2,5.50,8.00
ART0005136,CONSUNTIVO,ODP19-04230,Controllo qualità,CQ,RIS16,0.00,1.00
ART0005136,CONSUNTIVO,ODP19-04230,Controllo qualità,CQ,RIS16,0.00,1.00
ART0001637,CONSUNTIVO,ODP19-02865,Fresatura,A30,RIS5,1.00,8.00
ART0002306,CONSUNTIVO,ODP19-04431,Tornitura,A20,RIS2,1.25,2.00
ART0002882,CONSUNTIVO,ODP19-03922,Tornitura,A20,RIS2,1.75,2.00
ART0002306,CONSUNTIVO,ODP19-04431,Fresatura,A30,RIS5,0.50,2.00
ART0002882,CONSUNTIVO,ODP19-03922,Fresatura,A30,RIS5,3.00,2.00
ART0001868,CONSUNTIVO,ODP19-04239,Tornitura,A20,RIS1,3.00,0.00
ART0002990,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002882,CONSUNTIVO,ODP19-03922,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002306,CONSUNTIVO,ODP19-04431,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002989,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002988,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002455,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001745,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002263,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002262,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,2.00
ART0002580,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,3.00
ART0002456,CONSUNTIVO,ODP19-02866,Controllo qualità,CQ,RIS16,0.00,2.00
ART0001637,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,8.00
ART0001636,CONSUNTIVO,ODP19-02865,Tornitura,A20,RIS13,0.33,4.00
ART0001636,CONSUNTIVO,ODP19-02865,Controllo qualità,CQ,RIS16,0.00,4.00
ART0001868,CONSUNTIVO,ODP19-04239,Tornitura,A20,RIS1,5.00,0.00
ART0001868,CONSUNTIVO,ODP19-04239,Tornitura,A20,RIS1,3.00,36.00
ART0004146,CONSUNTIVO,ODP19-03920,Montaggio,A40,RIS13,1.50,0.00
ART0002010,CONSUNTIVO,ODP19-04024,Tornitura,A20,RIS2,1.50,2.00
ART0003578,CONSUNTIVO,ODP19-04231,Tornitura,A20,RIS2,0.75,4.00
ART0003940,CONSUNTIVO,ODP19-04325,Tornitura,A20,RIS1,1.50,0.00
ART0003578,CONSUNTIVO,ODP19-04231,Controllo qualità,CQ,RIS16,0.00,4.00
ART0002010,CONSUNTIVO,ODP19-04024,Fresatura,A30,RIS5,0.50,2.00
ART0002267,CONSUNTIVO,ODP19-04024,Tornitura,A20,RIS2,2.50,3.00
