Nr. movimento,budget/cons,Tipo movimento,Nr articolo,Tipo origine,Nr. origine,Quantità,Importo vendita in valuta locale (TOTALE VENDITA)
51612,Consuntivo,Vendita,ART0004386,Cliente,C00004,18.00,126.00
51614,Consuntivo,Vendita,ART0005034,Cliente,C00471,1.00,35.00
51615,Consuntivo,Vendita,ART0005035,Cliente,C00471,1.00,58.00
51618,Consuntivo,Vendita,ART0005036,Cliente,C00471,2.00,76.00
51619,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51620,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51621,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51622,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51623,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51624,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51625,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
51626,Consuntivo,Vendita,ART0005037,Cliente,C00471,2.00,64.00
51627,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51628,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51629,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51630,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51631,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51632,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51633,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
51659,Consuntivo,Vendita,ART0000825,Cliente,C00140,2.00,770.00
51694,Consuntivo,Vendita,ART0000308,Cliente,C00026,10.00,400.00
51695,Consuntivo,Vendita,ART0000226,Cliente,C00026,6.00,1440.00
51696,Consuntivo,Vendita,ART0000312,Cliente,C00026,16.00,256.00
51722,Consuntivo,Vendita,ART0005136,Cliente,C00094,3.00,75.00
51723,Consuntivo,Vendita,ART0005136,Cliente,C00094,3.00,120.00
51820,Consuntivo,Vendita,ART0005136,Cliente,C00015,20.00,172.00
51821,Consuntivo,Vendita,ART0005136,Cliente,C00015,7.00,77.00
51822,Consuntivo,Vendita,ART0005136,Cliente,C00015,7.00,77.00
51855,Consuntivo,Vendita,ART0000752,Cliente,C00140,2.00,912.00
51856,Consuntivo,Vendita,ART0000782,Cliente,C00140,2.00,590.00
51857,Consuntivo,Vendita,ART0000778,Cliente,C00140,1.00,317.40
51858,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
51937,Consuntivo,Vendita,ART0001149,Cliente,C00140,5.00,96.60
52150,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,25.00
52151,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,50.00
52155,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,225.00
52291,Consuntivo,Vendita,ART0000795,Cliente,C00140,8.00,2000.00
52292,Consuntivo,Vendita,ART0000795,Cliente,C00140,8.00,2000.00
52294,Consuntivo,Vendita,ART0002740,Cliente,C00140,20.00,500.00
52295,Consuntivo,Vendita,ART0003099,Cliente,C00140,4.00,128.80
52296,Consuntivo,Vendita,ART0003099,Cliente,C00140,1.00,32.20
52303,Consuntivo,Vendita,ART0003099,Cliente,C00140,3.00,96.60
52313,Consuntivo,Vendita,ART0004724,Cliente,C00473,3.00,60.00
52314,Consuntivo,Vendita,ART0004725,Cliente,C00473,2.00,40.00
52315,Consuntivo,Vendita,ART0004726,Cliente,C00473,3.00,45.00
52316,Consuntivo,Vendita,ART0004727,Cliente,C00473,3.00,66.00
52404,Consuntivo,Vendita,ART0002370,Cliente,C00140,2.00,139.84
52408,Consuntivo,Vendita,ART0001228,Cliente,C00140,1.00,13.80
52417,Consuntivo,Vendita,ART0005136,Cliente,C00004,8.00,72.00
52418,Consuntivo,Vendita,ART0005136,Cliente,C00004,3.00,28.50
52419,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,19.00
52446,Consuntivo,Vendita,ART0003580,Cliente,C00094,2.00,26.00
52449,Consuntivo,Vendita,ART0003612,Cliente,C00094,4.00,100.00
52450,Consuntivo,Vendita,ART0003642,Cliente,C00094,1.00,23.00
52453,Consuntivo,Vendita,ART0003780,Cliente,C00094,12.00,192.00
52487,Consuntivo,Vendita,ART0002423,Cliente,C00140,5.00,75.00
52489,Consuntivo,Vendita,ART0002070,Cliente,C00140,2.00,90.00
52503,Consuntivo,Vendita,ART0004392,Cliente,C00004,30.00,540.00
52694,Consuntivo,Vendita,ART0002416,Cliente,C00140,2.00,24.00
52695,Consuntivo,Vendita,ART0002416,Cliente,C00140,2.00,24.00
52703,Consuntivo,Vendita,ART0002249,Cliente,C00140,1.00,38.64
52704,Consuntivo,Vendita,ART0002249,Cliente,C00140,1.00,38.64
52720,Consuntivo,Vendita,ART0000847,Cliente,C00140,3.00,810.00
52722,Consuntivo,Vendita,ART0000847,Cliente,C00140,2.00,540.00
52809,Consuntivo,Vendita,ART0000752,Cliente,C00140,10.00,4560.00
52823,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,20.00
52835,Consuntivo,Vendita,ART0004392,Cliente,C00004,5.00,0.00
52836,Consuntivo,Vendita,ART0004392,Cliente,C00004,5.00,0.00
52837,Consuntivo,Vendita,ART0004392,Cliente,C00004,5.00,90.00
52884,Consuntivo,Vendita,ART0005136,Cliente,C00026,18.00,153.00
52886,Consuntivo,Vendita,ART0005136,Cliente,C00026,20.00,700.00
52960,Consuntivo,Vendita,ART0000847,Cliente,C00140,1.00,270.00
52962,Consuntivo,Vendita,ART0000756,Cliente,C00140,5.00,1450.00
52963,Consuntivo,Vendita,ART0000853,Cliente,C00140,10.00,3220.00
52964,Consuntivo,Vendita,ART0002385,Cliente,C00140,6.00,234.00
52984,Consuntivo,Vendita,ART0002102,Cliente,C00140,4.00,116.00
52992,Consuntivo,Vendita,ART0002010,Cliente,C00140,1.00,50.00
52993,Consuntivo,Vendita,ART0002267,Cliente,C00140,2.00,196.00
53015,Consuntivo,Vendita,ART0001228,Cliente,C00140,1.00,13.80
53016,Consuntivo,Vendita,ART0001238,Cliente,C00140,1.00,19.00
53018,Consuntivo,Vendita,ART0002249,Cliente,C00140,1.00,38.64
53019,Consuntivo,Vendita,ART0002370,Cliente,C00140,1.00,69.92
53021,Consuntivo,Vendita,ART0003099,Cliente,C00140,2.00,64.40
53024,Consuntivo,Vendita,ART0002385,Cliente,C00140,6.00,234.00
53029,Consuntivo,Vendita,ART0001610,Cliente,C00140,8.00,103.04
53030,Consuntivo,Vendita,ART0002552,Cliente,C00140,2.00,64.40
53031,Consuntivo,Vendita,ART0000848,Cliente,C00140,15.00,2700.00
53032,Consuntivo,Vendita,ART0005136,Cliente,C00004,6.00,39.00
53035,Consuntivo,Vendita,ART0004420,Cliente,C00004,6.00,114.00
53060,Consuntivo,Vendita,ART0005034,Cliente,C00471,1.00,35.00
53061,Consuntivo,Vendita,ART0005035,Cliente,C00471,1.00,58.00
53062,Consuntivo,Vendita,ART0005036,Cliente,C00471,2.00,76.00
53063,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53064,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53065,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53066,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53067,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53068,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53069,Consuntivo,Vendita,ART0005036,Cliente,C00471,1.00,38.00
53070,Consuntivo,Vendita,ART0005037,Cliente,C00471,2.00,64.00
53071,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53072,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53073,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53074,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53075,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53076,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53077,Consuntivo,Vendita,ART0005037,Cliente,C00471,1.00,32.00
53082,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,60.00
53083,Consuntivo,Vendita,ART0005136,Cliente,C00140,2.00,100.00
53133,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
53134,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
53137,Consuntivo,Vendita,ART0000830,Cliente,C00140,1.00,1280.00
53374,Consuntivo,Vendita,ART0000847,Cliente,C00140,2.00,540.00
53548,Consuntivo,Vendita,ART0002753,Cliente,C00140,1.00,110.00
53553,Consuntivo,Vendita,ART0001743,Cliente,C00140,2.00,1711.20
53559,Consuntivo,Vendita,ART0002416,Cliente,C00140,1.00,12.00
53704,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,40.00
53801,Consuntivo,Vendita,ART0002041,Cliente,C00140,6.00,300.00
53802,Consuntivo,Vendita,ART0002859,Cliente,C00140,6.00,990.00
53803,Consuntivo,Vendita,ART0002860,Cliente,C00140,6.00,990.00
53804,Consuntivo,Vendita,ART0002451,Cliente,C00140,2.00,542.80
53998,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,144.00
53999,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,30.00
54000,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,40.00
54002,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,45.00
54003,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,45.00
54041,Consuntivo,Vendita,ART0002494,Cliente,C00140,1.00,118.68
54043,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
54045,Consuntivo,Vendita,ART0003135,Cliente,C00140,1.00,35.00
54048,Consuntivo,Vendita,ART0002416,Cliente,C00140,8.00,96.00
54051,Consuntivo,Vendita,ART0001615,Cliente,C00140,24.00,360.00
54052,Consuntivo,Vendita,ART0002042,Cliente,C00140,6.00,522.00
54053,Consuntivo,Vendita,ART0002133,Cliente,C00140,6.00,960.00
54056,Consuntivo,Vendita,ART0002195,Cliente,C00140,1.00,102.00
54057,Consuntivo,Vendita,ART0002195,Cliente,C00140,1.00,102.00
54058,Consuntivo,Vendita,ART0002517,Cliente,C00140,1.00,52.00
54059,Consuntivo,Vendita,ART0002517,Cliente,C00140,1.00,52.00
54060,Consuntivo,Vendita,ART0001170,Cliente,C00140,1.00,215.00
54147,Consuntivo,Vendita,ART0004146,Cliente,C00297,15.00,2460.00
54153,Consuntivo,Vendita,ART0001162,Cliente,C00140,1.00,390.00
54157,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,155.00
54421,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,150.00
54426,Consuntivo,Vendita,ART0001174,Cliente,C00140,1.00,380.00
54496,Consuntivo,Vendita,ART0005109,Cliente,C00471,1.00,28.00
54497,Consuntivo,Vendita,ART0005110,Cliente,C00471,1.00,58.00
54498,Consuntivo,Vendita,ART0005111,Cliente,C00471,1.00,35.00
54499,Consuntivo,Vendita,ART0005112,Cliente,C00471,1.00,45.00
54516,Consuntivo,Vendita,ART0000850,Cliente,C00140,5.00,1575.00
54517,Consuntivo,Vendita,ART0000851,Cliente,C00140,15.00,2691.00
54519,Consuntivo,Vendita,ART0002615,Cliente,C00140,1.00,98.00
54520,Consuntivo,Vendita,ART0002615,Cliente,C00140,2.00,196.00
54526,Consuntivo,Vendita,ART0001180,Cliente,C00140,5.00,192.50
54537,Consuntivo,Vendita,ART0003132,Cliente,C00140,2.00,38.00
54538,Consuntivo,Vendita,ART0003844,Cliente,C00140,1.00,32.00
54543,Consuntivo,Vendita,ART0002416,Cliente,C00140,10.00,120.00
54546,Consuntivo,Vendita,ART0000847,Cliente,C00140,2.00,540.00
54547,Consuntivo,Vendita,ART0001252,Cliente,C00140,1.00,235.00
54548,Consuntivo,Vendita,ART0001252,Cliente,C00140,1.00,235.00
54551,Consuntivo,Vendita,ART0001497,Cliente,C00140,1.00,22.00
54552,Consuntivo,Vendita,ART0001497,Cliente,C00140,1.00,22.00
54553,Consuntivo,Vendita,ART0001653,Cliente,C00140,3.00,54.00
54554,Consuntivo,Vendita,ART0001653,Cliente,C00140,3.00,54.00
54555,Consuntivo,Vendita,ART0001739,Cliente,C00140,1.00,85.00
54556,Consuntivo,Vendita,ART0001739,Cliente,C00140,1.00,85.00
54561,Consuntivo,Vendita,ART0002271,Cliente,C00140,1.00,160.00
54562,Consuntivo,Vendita,ART0002271,Cliente,C00140,1.00,160.00
54563,Consuntivo,Vendita,ART0002918,Cliente,C00140,1.00,125.00
54564,Consuntivo,Vendita,ART0002918,Cliente,C00140,1.00,125.00
54565,Consuntivo,Vendita,ART0002919,Cliente,C00140,1.00,125.00
54566,Consuntivo,Vendita,ART0002919,Cliente,C00140,1.00,125.00
54567,Consuntivo,Vendita,ART0000752,Cliente,C00140,6.00,2736.00
54569,Consuntivo,Vendita,ART0002739,Cliente,C00140,5.00,175.00
54570,Consuntivo,Vendita,ART0002740,Cliente,C00140,20.00,500.00
54572,Consuntivo,Vendita,ART0001427,Cliente,C00140,2.00,4.40
54574,Consuntivo,Vendita,ART0002010,Cliente,C00140,1.00,50.00
54575,Consuntivo,Vendita,ART0002148,Cliente,C00140,3.00,118.68
54576,Consuntivo,Vendita,ART0002152,Cliente,C00140,4.00,92.00
54577,Consuntivo,Vendita,ART0003135,Cliente,C00140,1.00,35.00
54580,Consuntivo,Vendita,ART0000226,Cliente,C00026,6.00,1440.00
54581,Consuntivo,Vendita,ART0000227,Cliente,C00026,1.00,115.00
54583,Consuntivo,Vendita,ART0000324,Cliente,C00026,3.00,84.00
54584,Consuntivo,Vendita,ART0000325,Cliente,C00026,3.00,180.00
54586,Consuntivo,Vendita,ART0000313,Cliente,C00026,5.00,140.00
54587,Consuntivo,Vendita,ART0000324,Cliente,C00026,2.00,56.00
54588,Consuntivo,Vendita,ART0000325,Cliente,C00026,2.00,120.00
54647,Consuntivo,Vendita,ART0000323,Cliente,C00026,6.00,360.00
54649,Consuntivo,Vendita,ART0003824,Cliente,C00026,10.00,110.00
54653,Consuntivo,Vendita,ART0000783,Cliente,C00140,3.00,872.16
54654,Consuntivo,Vendita,ART0000811,Cliente,C00140,4.00,3160.00
54655,Consuntivo,Vendita,ART0000782,Cliente,C00140,3.00,885.00
54657,Consuntivo,Vendita,ART0001267,Cliente,C00140,1.00,50.00
54734,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
54843,Consuntivo,Vendita,ART0001185,Cliente,C00140,5.00,225.00
54845,Consuntivo,Vendita,ART0001185,Cliente,C00140,13.00,585.00
54979,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,65.00
55013,Consuntivo,Vendita,ART0005136,Cliente,C00004,1.00,15.00
55045,Consuntivo,Vendita,ART0002172,Cliente,C00140,1.00,52.00
55064,Consuntivo,Vendita,ART0001185,Cliente,C00140,5.00,225.00
55065,Consuntivo,Vendita,ART0003099,Cliente,C00140,1.00,32.20
55071,Consuntivo,Vendita,ART0000119,Cliente,C00026,5.00,250.00
55075,Consuntivo,Vendita,ART0000228,Cliente,C00026,3.00,180.00
55076,Consuntivo,Vendita,ART0000229,Cliente,C00026,3.00,195.00
55094,Consuntivo,Vendita,ART0003099,Cliente,C00140,3.00,96.60
55103,Consuntivo,Vendita,ART0001566,Cliente,C00140,15.00,67.50
55104,Consuntivo,Vendita,ART0003101,Cliente,C00140,5.00,110.00
55120,Consuntivo,Vendita,ART0000779,Cliente,C00140,2.00,984.00
55166,Consuntivo,Vendita,ART0005136,Cliente,C00236,1.00,150.00
55250,Consuntivo,Vendita,ART0000804,Cliente,C00140,1.00,480.00
55251,Consuntivo,Vendita,ART0000804,Cliente,C00140,1.00,480.00
55266,Consuntivo,Vendita,ART0001095,Cliente,C00471,2.00,0.00
55267,Consuntivo,Vendita,ART0001095,Cliente,C00471,2.00,0.00
55271,Consuntivo,Vendita,ART0001095,Cliente,C00471,2.00,140.00
55272,Consuntivo,Vendita,ART0004901,Cliente,C00471,9.00,90.00
55273,Consuntivo,Vendita,ART0004901,Cliente,C00471,9.00,90.00
55274,Consuntivo,Vendita,ART0004904,Cliente,C00471,3.00,81.00
55275,Consuntivo,Vendita,ART0004904,Cliente,C00471,3.00,81.00
55281,Consuntivo,Vendita,ART0005136,Cliente,C00117,1.00,190.00
55360,Consuntivo,Vendita,ART0005136,Cliente,C00004,8.00,72.00
55361,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,36.00
55363,Consuntivo,Vendita,ART0005136,Cliente,C00004,2.00,52.00
55448,Consuntivo,Vendita,ART0000780,Cliente,C00140,1.00,406.00
55449,Consuntivo,Vendita,ART0000849,Cliente,C00140,2.00,735.00
55450,Consuntivo,Vendita,ART0000849,Cliente,C00140,3.00,1102.50
55464,Consuntivo,Vendita,ART0002747,Cliente,C00140,1.00,185.00
55465,Consuntivo,Vendita,ART0002949,Cliente,C00140,1.00,270.00
55467,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
55523,Consuntivo,Vendita,ART0002938,Cliente,C00140,1.00,195.00
55573,Consuntivo,Vendita,ART0000308,Cliente,C00026,12.00,480.00
55600,Consuntivo,Vendita,ART0004373,Cliente,C00004,100.00,2450.00
55601,Consuntivo,Vendita,ART0004374,Cliente,C00004,100.00,1700.00
55702,Consuntivo,Vendita,ART0000555,Cliente,C00004,1.00,110.00
55717,Consuntivo,Vendita,ART0000847,Cliente,C00140,10.00,2700.00
55718,Consuntivo,Vendita,ART0000849,Cliente,C00140,2.00,735.00
55726,Consuntivo,Vendita,ART0002267,Cliente,C00140,2.00,196.00
55728,Consuntivo,Vendita,ART0002102,Cliente,C00140,4.00,116.00
55730,Consuntivo,Vendita,ART0002102,Cliente,C00140,4.00,116.00
55837,Consuntivo,Vendita,ART0004898,Cliente,C00471,9.00,135.00
55838,Consuntivo,Vendita,ART0004898,Cliente,C00471,9.00,135.00
55839,Consuntivo,Vendita,ART0004902,Cliente,C00471,9.00,630.00
55840,Consuntivo,Vendita,ART0004902,Cliente,C00471,9.00,630.00
55885,Consuntivo,Vendita,ART0004919,Cliente,C00471,9.00,774.00
55886,Consuntivo,Vendita,ART0004924,Cliente,C00471,9.00,774.00
55917,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,40.00
55918,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
55972,Consuntivo,Vendita,ART0000783,Cliente,C00140,2.00,581.44
55973,Consuntivo,Vendita,ART0000783,Cliente,C00140,2.00,581.44
55975,Consuntivo,Vendita,ART0004397,Cliente,C00004,110.00,4620.00
55977,Consuntivo,Vendita,ART0005136,Cliente,C00499,1.00,250.00
55982,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,300.00
56063,Consuntivo,Vendita,ART0000129,Cliente,C00026,3.00,435.00
56064,Consuntivo,Vendita,ART0000157,Cliente,C00026,1.00,380.00
56065,Consuntivo,Vendita,ART0000125,Cliente,C00026,1.00,270.00
56066,Consuntivo,Vendita,ART0000131,Cliente,C00026,2.00,66.00
56067,Consuntivo,Vendita,ART0003824,Cliente,C00026,10.00,110.00
56069,Consuntivo,Vendita,ART0000324,Cliente,C00026,3.00,84.00
56075,Consuntivo,Vendita,ART0000847,Cliente,C00140,5.00,1350.00
56076,Consuntivo,Vendita,ART0000752,Cliente,C00140,1.00,456.00
56077,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,2000.00
56082,Consuntivo,Vendita,ART0002598,Cliente,C00140,5.00,450.00
56083,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
56087,Consuntivo,Vendita,ART0001590,Cliente,C00140,3.00,25.50
56088,Consuntivo,Vendita,ART0001566,Cliente,C00140,15.00,67.50
56090,Consuntivo,Vendita,ART0003101,Cliente,C00140,5.00,110.00
56091,Consuntivo,Vendita,ART0001427,Cliente,C00140,4.00,8.80
56098,Consuntivo,Vendita,ART0002897,Cliente,C00140,2.00,500.00
56104,Consuntivo,Vendita,ART0001575,Cliente,C00140,20.00,80.00
56106,Consuntivo,Vendita,ART0002530,Cliente,C00140,1.00,44.00
56110,Consuntivo,Vendita,ART0003132,Cliente,C00140,2.00,38.00
56111,Consuntivo,Vendita,ART0003844,Cliente,C00140,1.00,32.00
56151,Consuntivo,Vendita,ART0000320,Cliente,C00026,3.00,219.00
56152,Consuntivo,Vendita,ART0000325,Cliente,C00026,3.00,180.00
56167,Consuntivo,Vendita,ART0005136,Cliente,C00117,1.00,380.00
56182,Consuntivo,Vendita,ART0000849,Cliente,C00140,4.00,1470.00
56183,Consuntivo,Vendita,ART0005136,Cliente,C00140,3.00,285.00
56192,Consuntivo,Vendita,ART0002141,Cliente,C00140,1.00,98.00
56193,Consuntivo,Vendita,ART0002142,Cliente,C00140,1.00,98.00
56204,Consuntivo,Vendita,ART0005136,Cliente,C00140,3.00,105.00
56258,Consuntivo,Vendita,ART0000116,Cliente,C00026,3.00,702.00
56272,Consuntivo,Vendita,ART0001113,Cliente,C00471,1.00,40.00
56277,Consuntivo,Vendita,ART0001099,Cliente,C00471,1.00,285.00
56278,Consuntivo,Vendita,ART0001099,Cliente,C00471,6.00,1710.00
56279,Consuntivo,Vendita,ART0001102,Cliente,C00471,1.00,65.00
56280,Consuntivo,Vendita,ART0001102,Cliente,C00471,6.00,390.00
56283,Consuntivo,Vendita,ART0001104,Cliente,C00471,1.00,45.00
56284,Consuntivo,Vendita,ART0001104,Cliente,C00471,6.00,270.00
56330,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
56338,Consuntivo,Vendita,ART0002360,Cliente,C00140,2.00,490.00
56367,Consuntivo,Vendita,ART0003167,Cliente,C00471,3.00,144.00
56368,Consuntivo,Vendita,ART0003167,Cliente,C00471,3.00,144.00
56369,Consuntivo,Vendita,ART0003169,Cliente,C00471,3.00,324.00
56370,Consuntivo,Vendita,ART0003169,Cliente,C00471,3.00,324.00
56464,Consuntivo,Vendita,ART0005136,Cliente,C00004,4.00,40.00
56465,Consuntivo,Vendita,ART0000690,Cliente,C00004,4.00,300.00
56513,Consuntivo,Vendita,ART0002385,Cliente,C00140,6.00,234.00
56593,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56594,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56627,Consuntivo,Vendita,ART0004886,Cliente,C00471,2.00,310.00
56628,Consuntivo,Vendita,ART0004886,Cliente,C00471,2.00,310.00
56629,Consuntivo,Vendita,ART0004886,Cliente,C00471,3.00,465.00
56630,Consuntivo,Vendita,ART0004886,Cliente,C00471,3.00,465.00
56631,Consuntivo,Vendita,ART0004886,Cliente,C00471,2.00,310.00
56635,Consuntivo,Vendita,ART0001117,Cliente,C00471,1.00,450.00
56639,Consuntivo,Vendita,ART0001117,Cliente,C00471,1.00,450.00
56715,Consuntivo,Vendita,ART0000778,Cliente,C00140,1.00,317.40
56716,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
56717,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
56718,Consuntivo,Vendita,ART0000850,Cliente,C00140,5.00,1575.00
56719,Consuntivo,Vendita,ART0000758,Cliente,C00140,3.00,880.80
56720,Consuntivo,Vendita,ART0000795,Cliente,C00140,8.00,2000.00
56721,Consuntivo,Vendita,ART0000782,Cliente,C00140,1.00,295.00
56828,Consuntivo,Vendita,ART0005136,Cliente,C00004,20.00,280.00
56866,Consuntivo,Vendita,ART0001180,Cliente,C00140,5.00,192.50
56885,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56886,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56887,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56888,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56889,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56890,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56891,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,204.00
56892,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56893,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,122.40
56894,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56895,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
56896,Consuntivo,Vendita,ART0005136,Cliente,C00498,16.00,0.00
57021,Consuntivo,Vendita,ART0000853,Cliente,C00140,4.00,1432.00
57060,Consuntivo,Vendita,ART0000748,Cliente,C00140,30.00,2610.00
57145,Consuntivo,Vendita,ART0004885,Cliente,C00471,2.00,190.00
57146,Consuntivo,Vendita,ART0004885,Cliente,C00471,2.00,190.00
57147,Consuntivo,Vendita,ART0004885,Cliente,C00471,3.00,285.00
57148,Consuntivo,Vendita,ART0004885,Cliente,C00471,3.00,285.00
57149,Consuntivo,Vendita,ART0004885,Cliente,C00471,2.00,190.00
57152,Consuntivo,Vendita,ART0001110,Cliente,C00471,1.00,105.00
57153,Consuntivo,Vendita,ART0001110,Cliente,C00471,1.00,105.00
57154,Consuntivo,Vendita,ART0000625,Cliente,C00004,3.00,390.00
57155,Consuntivo,Vendita,ART0000627,Cliente,C00004,12.00,456.00
57194,Consuntivo,Vendita,ART0005136,Cliente,C00004,18.00,99.00
57201,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,20.00
57458,Consuntivo,Vendita,ART0005136,Cliente,C00004,8.00,32.00
57466,Consuntivo,Vendita,ART0004675,Cliente,C00473,5.00,65.00
57468,Consuntivo,Vendita,ART0003824,Cliente,C00026,2.00,22.00
57469,Consuntivo,Vendita,ART0000313,Cliente,C00026,5.00,140.00
57471,Consuntivo,Vendita,ART0000115,Cliente,C00026,3.00,1095.00
57483,Consuntivo,Vendita,ART0005136,Cliente,C00140,1.00,190.00
57484,Consuntivo,Vendita,ART0000748,Cliente,C00140,10.00,870.00
57485,Consuntivo,Vendita,ART0000847,Cliente,C00140,4.00,1080.00
57486,Consuntivo,Vendita,ART0000847,Cliente,C00140,1.00,270.00
57488,Consuntivo,Vendita,ART0000748,Cliente,C00140,20.00,1740.00
57494,Consuntivo,Vendita,ART0002141,Cliente,C00140,1.00,98.00
57498,Consuntivo,Vendita,ART0003189,Cliente,C00140,4.00,80.00
57501,Consuntivo,Vendita,ART0001427,Cliente,C00140,8.00,17.60
57505,Consuntivo,Vendita,ART0001427,Cliente,C00140,12.00,26.40
57512,Consuntivo,Vendita,ART0002451,Cliente,C00140,2.00,542.80
57513,Consuntivo,Vendita,ART0002552,Cliente,C00140,2.00,64.40
57752,Consuntivo,Vendita,ART0000635,Cliente,C00004,4.00,60.00
57880,Consuntivo,Vendita,ART0005136,Cliente,C00297,1.00,500.00
57881,Consuntivo,Vendita,ART0005136,Cliente,C00297,2.00,354.00
57946,Consuntivo,Vendita,ART0000784,Cliente,C00140,5.00,1700.00
57947,Consuntivo,Vendita,ART0000797,Cliente,C00140,1.00,475.00
57948,Consuntivo,Vendita,ART0000772,Cliente,C00140,1.00,398.00
57949,Consuntivo,Vendita,ART0002712,Cliente,C00140,1.00,90.00
57950,Consuntivo,Vendita,ART0002712,Cliente,C00140,1.00,90.00
57951,Consuntivo,Vendita,ART0002712,Cliente,C00140,1.00,90.00
57953,Consuntivo,Vendita,ART0001174,Cliente,C00140,2.00,700.00
57954,Consuntivo,Vendita,ART0001174,Cliente,C00140,2.00,700.00
57955,Consuntivo,Vendita,ART0001170,Cliente,C00140,2.00,430.00
