Nr. movimento,Budget/cons,Tipo movimento,Codice MP,Tipo origine,Nr articolo,Nr. documento,Quantità MP impiegata,Importo costo (TOTALE)
49966,CONSUNTIVO,Consumo,ART0006411,Articolo,ART0005136,ODP18-07816,1.00,10.50
49967,CONSUNTIVO,Consumo,ART0006412,Articolo,ART0005136,ODP18-07816,1000.00,0.00
49973,CONSUNTIVO,Consumo,ART0001766,Articolo,ART0000825,ODP18-07522,1.00,85.23
49974,CONSUNTIVO,Consumo,ART0001920,Articolo,ART0000825,ODP18-07522,1.00,272.60
49975,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000825,ODP18-07522,3.00,8.61
49976,CONSUNTIVO,Consumo,ART0006359,Articolo,ART0001920,ODP18-07522,702.00,36.79
49984,CONSUNTIVO,Consumo,ART0001767,Articolo,ART0001017,ODP18-07659,1.00,75.90
49985,CONSUNTIVO,Consumo,ART0001879,Articolo,ART0001017,ODP18-07659,1.00,149.12
49986,CONSUNTIVO,Consumo,ART0001395,Articolo,ART0001017,ODP18-07659,1.00,3.23
49987,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0001017,ODP18-07659,3.00,8.61
49988,CONSUNTIVO,Consumo,ART0005163,Articolo,ART0001017,ODP18-07659,1.00,0.53
49989,CONSUNTIVO,Consumo,ART0001085,Articolo,ART0001767,ODP18-07659,273.00,40.21
49991,CONSUNTIVO,Consumo,ART0005289,Articolo,ART0000312,ODP18-06496,45.00,90.00
50006,CONSUNTIVO,Consumo,ART0005335,Articolo,ART0003610,ODP18-07924,8.00,1.01
50007,CONSUNTIVO,Consumo,ART0005336,Articolo,ART0003610,ODP18-07924,8.00,67.96
50134,CONSUNTIVO,Consumo,ART0005296,Articolo,ART0003263,ODP18-07827,183.00,0.08
50136,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08241,1.00,0.00
50161,CONSUNTIVO,Consumo,ART0005717,Articolo,ART0005136,ODP18-08122,1187.00,9.22
50168,CONSUNTIVO,Consumo,ART0005185,Articolo,ART0005136,ODP18-08168,250.00,3.06
50171,CONSUNTIVO,Consumo,ART0006422,Articolo,ART0005136,ODP18-08040,380.00,0.00
50172,CONSUNTIVO,Consumo,ART0005680,Articolo,ART0003612,ODP18-08084,172.00,30.32
50173,CONSUNTIVO,Consumo,ART0005191,Articolo,ART0003580,ODP18-08084,336.00,50.43
50280,CONSUNTIVO,Consumo,ART0005148,Articolo,ART0001776,ODP18-07541,272.00,34.27
50281,CONSUNTIVO,Consumo,ART0005161,Articolo,ART0001889,ODP18-07541,360.00,59.62
50285,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08036,35.00,0.00
50385,CONSUNTIVO,Consumo,ART0006433,Articolo,ART0005136,ODP18-07926,1498.00,0.00
50386,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0005136,ODP18-07926,14.00,0.00
50387,CONSUNTIVO,Consumo,ART0005774,Articolo,ART0005136,ODP18-07926,3528.00,29.64
50388,CONSUNTIVO,Consumo,ART0005591,Articolo,ART0001046,ODP18-07882,1624.00,26.09
50389,CONSUNTIVO,Consumo,ART0006242,Articolo,ART0001046,ODP18-07882,2394.00,41.54
50390,CONSUNTIVO,Consumo,ART0005588,Articolo,ART0001047,ODP18-07882,1088.00,38.59
50391,CONSUNTIVO,Consumo,ART0005589,Articolo,ART0001047,ODP18-07882,944.00,30.49
50399,CONSUNTIVO,Consumo,ART0005185,Articolo,ART0005136,ODP18-08174,400.00,4.89
50400,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08368,3.00,0.00
50401,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08368,3.00,0.00
50402,CONSUNTIVO,Consumo,ART0002475,Articolo,ART0002511,ODP18-08034,1.00,24.45
50405,CONSUNTIVO,Consumo,ART0005172,Articolo,ART0000555,ODP18-08121,291.00,7.75
50407,CONSUNTIVO,Consumo,ART0005933,Articolo,ART0004384,ODP18-07874,116.00,256.20
50532,CONSUNTIVO,Consumo,ART0005648,Articolo,ART0002152,ODP18-07476,16.00,2.56
50533,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0002152,ODP18-07476,8.00,0.00
50535,CONSUNTIVO,Consumo,ART0001913,Articolo,ART0000786,ODP18-08141,1.00,140.89
50536,CONSUNTIVO,Consumo,ART0001786,Articolo,ART0000786,ODP18-08141,1.00,59.62
50537,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000786,ODP18-08141,1.00,2.00
50538,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000786,ODP18-08141,1.00,2.50
50539,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000786,ODP18-08141,1.00,0.32
50540,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000786,ODP18-08141,3.00,8.63
50541,CONSUNTIVO,Consumo,ART0002504,Articolo,ART0000786,ODP18-08141,1.00,30.86
50547,CONSUNTIVO,Consumo,ART0005952,Articolo,ART0004717,ODP18-06906,1703.00,7.69
50623,CONSUNTIVO,Consumo,ART0005335,Articolo,ART0003610,ODP18-07924,39.00,5.46
50624,CONSUNTIVO,Consumo,ART0005336,Articolo,ART0003610,ODP18-07924,39.00,156.62
50649,CONSUNTIVO,Consumo,ART0001868,Articolo,ART0000748,ODP18-08039,20.00,471.01
50650,CONSUNTIVO,Consumo,ART0001756,Articolo,ART0000748,ODP18-08039,20.00,395.00
50651,CONSUNTIVO,Consumo,ART0005432,Articolo,ART0000748,ODP18-08039,20.00,77.00
50652,CONSUNTIVO,Consumo,ART0005433,Articolo,ART0000748,ODP18-08039,20.00,22.00
50653,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000748,ODP18-08039,40.00,55.86
50654,CONSUNTIVO,Consumo,ART0005243,Articolo,ART0000748,ODP18-08039,20.00,2.24
50655,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000748,ODP18-08039,20.00,5.04
50656,CONSUNTIVO,Consumo,ART0005434,Articolo,ART0001868,ODP18-08039,12000.00,266.28
50657,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08410,4.00,0.00
50658,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08410,6.00,0.00
50659,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08410,4.00,0.00
50724,CONSUNTIVO,Consumo,ART0005230,Articolo,ART0001188,ODP18-08027,177.00,3.43
50725,CONSUNTIVO,Consumo,ART0005479,Articolo,ART0001214,ODP18-08027,1.00,4.50
50726,CONSUNTIVO,Consumo,ART0005249,Articolo,ART0001214,ODP18-08027,138.00,10.35
50728,CONSUNTIVO,Consumo,ART0005231,Articolo,ART0002145,ODP18-08027,42.00,9.64
50729,CONSUNTIVO,Consumo,ART0005311,Articolo,ART0002238,ODP18-08027,62.00,4.86
50833,CONSUNTIVO,Consumo,ART0001868,Articolo,ART0000748,ODP18-08125,20.00,467.39
50834,CONSUNTIVO,Consumo,ART0001756,Articolo,ART0000748,ODP18-08125,20.00,306.45
50835,CONSUNTIVO,Consumo,ART0005432,Articolo,ART0000748,ODP18-08125,20.00,77.00
50836,CONSUNTIVO,Consumo,ART0005433,Articolo,ART0000748,ODP18-08125,20.00,22.00
50837,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000748,ODP18-08125,40.00,58.59
50838,CONSUNTIVO,Consumo,ART0005243,Articolo,ART0000748,ODP18-08125,20.00,2.24
50839,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000748,ODP18-08125,20.00,5.04
50840,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08581,5.00,0.00
50842,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08574,2.00,0.00
50843,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08400,17.00,0.00
51168,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08409,1.00,0.00
51210,CONSUNTIVO,Consumo,ART0005187,Articolo,ART0003609,ODP18-07924,189.00,108.98
51212,CONSUNTIVO,Consumo,ART0001082,Articolo,ART0003704,ODP18-07924,1379.00,31.50
51214,CONSUNTIVO,Consumo,ART0005154,Articolo,ART0003610,ODP18-07924,2303.00,137.69
51217,CONSUNTIVO,Consumo,ART0005233,Articolo,ART0004880,ODP18-08169,460.00,4.08
51220,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08512,5.00,0.00
51283,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-08802,8.00,0.00
51293,CONSUNTIVO,Consumo,ART0001883,Articolo,ART0000847,ODP18-08085,2.00,299.34
51294,CONSUNTIVO,Consumo,ART0001770,Articolo,ART0000847,ODP18-08085,4.00,153.28
51295,CONSUNTIVO,Consumo,ART0003838,Articolo,ART0000847,ODP18-08085,20.00,29.91
51296,CONSUNTIVO,Consumo,ART0001424,Articolo,ART0000847,ODP18-08085,2.00,4.55
51297,CONSUNTIVO,Consumo,ART0001400,Articolo,ART0000847,ODP18-08085,2.00,4.41
51298,CONSUNTIVO,Consumo,ART0001401,Articolo,ART0000847,ODP18-08085,2.00,4.84
51299,CONSUNTIVO,Consumo,ART0005772,Articolo,ART0000847,ODP18-08085,2.00,0.21
51302,CONSUNTIVO,Consumo,ART0001921,Articolo,ART0000752,ODP18-08238,1.00,84.49
51303,CONSUNTIVO,Consumo,ART0001811,Articolo,ART0000752,ODP18-08238,1.00,95.84
51304,CONSUNTIVO,Consumo,ART0001409,Articolo,ART0000752,ODP18-08238,1.00,2.68
51305,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000752,ODP18-08238,2.00,3.40
51306,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000752,ODP18-08238,1.00,0.09
51307,CONSUNTIVO,Consumo,ART0005284,Articolo,ART0000752,ODP18-08238,1.00,0.00
51308,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000752,ODP18-08238,1.00,0.00
51320,CONSUNTIVO,Consumo,ART0001908,Articolo,ART0000851,ODP18-08127,15.00,420.23
51321,CONSUNTIVO,Consumo,ART0001799,Articolo,ART0000851,ODP18-08127,15.00,1044.02
51322,CONSUNTIVO,Consumo,ART0001406,Articolo,ART0000851,ODP18-08127,30.00,52.22
51323,CONSUNTIVO,Consumo,ART0005477,Articolo,ART0000851,ODP18-08127,15.00,1.30
51324,CONSUNTIVO,Consumo,ART0005478,Articolo,ART0000851,ODP18-08127,45.00,99.00
51325,CONSUNTIVO,Consumo,ART0005652,Articolo,ART0001908,ODP18-08127,2546.00,76.86
51326,CONSUNTIVO,Consumo,ART0005334,Articolo,ART0001799,ODP18-08127,2102.00,169.83
51437,CONSUNTIVO,Consumo,ART0005241,Articolo,ART0001433,ODP18-08306,1000.00,4.48
51465,CONSUNTIVO,Consumo,ART0005216,Articolo,ART0004202,ODP18-08746,2.00,0.00
51706,CONSUNTIVO,Consumo,ART0005900,Articolo,ART0002112,ODP18-05999,441.00,1.09
51768,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00107,21.00,0.00
51774,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00112,3.00,0.00
51775,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00112,3.00,0.00
51777,CONSUNTIVO,Consumo,ART0006153,Articolo,ART0005036,ODP18-08233,9.00,54.00
51778,CONSUNTIVO,Consumo,ART0006474,Articolo,ART0005037,ODP18-08233,9.00,31.50
51780,CONSUNTIVO,Consumo,ART0005891,Articolo,ART0000226,ODP18-08227,2832.00,133.20
51781,CONSUNTIVO,Consumo,ART0005154,Articolo,ART0000226,ODP18-08227,264.00,15.78
51782,CONSUNTIVO,Consumo,ART0001766,Articolo,ART0000825,ODP19-00103,2.00,170.46
51783,CONSUNTIVO,Consumo,ART0001920,Articolo,ART0000825,ODP19-00103,2.00,545.21
51784,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000825,ODP19-00103,6.00,17.22
51785,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP18-09301,4.00,0.00
51788,CONSUNTIVO,Consumo,ART0001940,Articolo,ART0000811,ODP18-08307,1.00,223.30
51789,CONSUNTIVO,Consumo,ART0001830,Articolo,ART0000811,ODP18-08307,1.00,78.09
51790,CONSUNTIVO,Consumo,ART0005261,Articolo,ART0000811,ODP18-08307,1.00,0.00
51791,CONSUNTIVO,Consumo,ART0005262,Articolo,ART0000811,ODP18-08307,1.00,0.00
51792,CONSUNTIVO,Consumo,ART0001514,Articolo,ART0000811,ODP18-08307,1.00,41.49
51793,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000811,ODP18-08307,5.00,14.35
51794,CONSUNTIVO,Consumo,ART0005461,Articolo,ART0000811,ODP18-08307,1.00,0.31
51795,CONSUNTIVO,Consumo,ART0005669,Articolo,ART0000811,ODP18-08307,1.00,0.48
51967,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000778,ODP18-08322,1.00,22.02
51968,CONSUNTIVO,Consumo,ART0001885,Articolo,ART0000778,ODP18-08322,1.00,124.04
51969,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000778,ODP18-08322,1.00,2.00
51970,CONSUNTIVO,Consumo,ART0001773,Articolo,ART0000778,ODP18-08322,1.00,69.71
51971,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000778,ODP18-08322,1.00,2.50
51972,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000778,ODP18-08322,3.00,8.63
51973,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000778,ODP18-08322,1.00,0.32
51974,CONSUNTIVO,Consumo,ART0006224,Articolo,ART0000778,ODP18-08322,4.00,0.11
51975,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-08234,2.00,179.75
51976,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-08234,2.00,118.03
51977,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-08234,2.00,4.00
51978,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-08234,2.00,5.00
51979,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-08234,4.00,11.50
51980,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-08234,2.00,0.64
51981,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-08234,2.00,54.95
51982,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-08234,8.00,0.21
51983,CONSUNTIVO,Consumo,ART0001883,Articolo,ART0000847,ODP18-08234,2.00,299.34
51984,CONSUNTIVO,Consumo,ART0001770,Articolo,ART0000847,ODP18-08234,4.00,153.28
51985,CONSUNTIVO,Consumo,ART0003838,Articolo,ART0000847,ODP18-08234,20.00,29.91
51986,CONSUNTIVO,Consumo,ART0001424,Articolo,ART0000847,ODP18-08234,2.00,4.55
51987,CONSUNTIVO,Consumo,ART0001400,Articolo,ART0000847,ODP18-08234,2.00,4.41
51988,CONSUNTIVO,Consumo,ART0001401,Articolo,ART0000847,ODP18-08234,2.00,4.84
51989,CONSUNTIVO,Consumo,ART0005772,Articolo,ART0000847,ODP18-08234,2.00,0.21
51990,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000847,ODP18-08234,8.00,2.02
51991,CONSUNTIVO,Consumo,ART0001886,Articolo,ART0000848,ODP18-08234,15.00,989.91
51992,CONSUNTIVO,Consumo,ART0001775,Articolo,ART0000848,ODP18-08234,15.00,725.98
51993,CONSUNTIVO,Consumo,ART0001403,Articolo,ART0000848,ODP18-08234,15.00,12.00
51994,CONSUNTIVO,Consumo,ART0005222,Articolo,ART0000848,ODP18-08234,45.00,103.50
51995,CONSUNTIVO,Consumo,ART0005332,Articolo,ART0000848,ODP18-08234,30.00,118.50
51996,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000848,ODP18-08234,15.00,1.31
51997,CONSUNTIVO,Consumo,ART0001074,Articolo,ART0002366,ODP18-08234,148.00,26.31
51998,CONSUNTIVO,Consumo,ART0006039,Articolo,ART0002490,ODP18-08234,11.00,27.50
51999,CONSUNTIVO,Consumo,ART0005434,Articolo,ART0001886,ODP18-08234,5850.00,129.77
52000,CONSUNTIVO,Consumo,ART0001921,Articolo,ART0000752,ODP18-09181,2.00,168.98
52001,CONSUNTIVO,Consumo,ART0001811,Articolo,ART0000752,ODP18-09181,2.00,189.48
52002,CONSUNTIVO,Consumo,ART0001409,Articolo,ART0000752,ODP18-09181,2.00,5.47
52003,CONSUNTIVO,Consumo,ART0005242,Articolo,ART0000752,ODP18-09181,4.00,6.80
52004,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000752,ODP18-09181,2.00,0.17
52005,CONSUNTIVO,Consumo,ART0005284,Articolo,ART0000752,ODP18-09181,2.00,0.00
52006,CONSUNTIVO,Consumo,ART0005150,Articolo,ART0000752,ODP18-09181,2.00,0.00
52025,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00106,20.00,0.00
52026,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00106,7.00,0.00
52027,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00106,7.00,0.00
52046,CONSUNTIVO,Consumo,ART0006481,Articolo,ART0001149,ODP18-08798,1740.00,32.19
52201,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00123,1.00,0.00
52202,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00224,1.00,0.00
52203,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00224,2.00,0.00
52570,CONSUNTIVO,Consumo,ART0005206,Articolo,ART0005136,ODP19-00253,8.00,0.00
52571,CONSUNTIVO,Consumo,ART0005864,Articolo,ART0004392,ODP18-08815,35.00,367.50
52574,CONSUNTIVO,Consumo,ART0005189,Articolo,ART0003612,ODP18-08968,344.00,67.91
52602,CONSUNTIVO,Consumo,ART0001066,Articolo,ART0003099,ODP18-08457,1064.00,1.99
52604,CONSUNTIVO,Consumo,ART0001866,Articolo,ART0000795,ODP18-08239,8.00,1021.57
52605,CONSUNTIVO,Consumo,ART0001759,Articolo,ART0000795,ODP18-08239,8.00,328.31
52606,CONSUNTIVO,Consumo,ART0005137,Articolo,ART0000795,ODP18-08239,8.00,0.00
52607,CONSUNTIVO,Consumo,ART0005152,Articolo,ART0000795,ODP18-08239,8.00,0.00
52608,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000795,ODP18-08239,16.00,45.92
52609,CONSUNTIVO,Consumo,ART0005153,Articolo,ART0000795,ODP18-08239,8.00,2.91
52610,CONSUNTIVO,Consumo,ART0005479,Articolo,ART0001866,ODP18-08239,16.00,72.00
52611,CONSUNTIVO,Consumo,ART0006273,Articolo,ART0001866,ODP18-08239,16.00,13.50
52612,CONSUNTIVO,Consumo,ART0006359,Articolo,ART0001866,ODP18-08239,2736.00,141.63
52613,CONSUNTIVO,Consumo,ART0005227,Articolo,ART0001759,ODP18-08239,1444.00,258.90
52614,CONSUNTIVO,Consumo,ART0005227,Articolo,ART0001759,ODP18-08239,76.00,13.63
52615,CONSUNTIVO,Consumo,ART0005454,Articolo,ART0001759,ODP18-08239,19.00,6.84
52616,CONSUNTIVO,Consumo,ART0005454,Articolo,ART0001759,ODP18-08239,1.00,0.36
52617,CONSUNTIVO,Consumo,ART0001866,Articolo,ART0000795,ODP18-09302,8.00,1016.73
52618,CONSUNTIVO,Consumo,ART0001759,Articolo,ART0000795,ODP18-09302,8.00,328.31
52619,CONSUNTIVO,Consumo,ART0005137,Articolo,ART0000795,ODP18-09302,8.00,0.00
52620,CONSUNTIVO,Consumo,ART0005152,Articolo,ART0000795,ODP18-09302,8.00,0.00
52621,CONSUNTIVO,Consumo,ART0003832,Articolo,ART0000795,ODP18-09302,16.00,45.92
52622,CONSUNTIVO,Consumo,ART0005153,Articolo,ART0000795,ODP18-09302,8.00,2.91
52654,CONSUNTIVO,Consumo,ART0005411,Articolo,ART0002370,ODP18-08919,252.00,24.06
52665,CONSUNTIVO,Consumo,ART0005660,Articolo,ART0004724,ODP18-08172,3765.00,3.72
52666,CONSUNTIVO,Consumo,ART0005660,Articolo,ART0004725,ODP18-08172,1922.00,1.90
52667,CONSUNTIVO,Consumo,ART0005660,Articolo,ART0004726,ODP18-08172,1143.00,1.13
52668,CONSUNTIVO,Consumo,ART0005660,Articolo,ART0004727,ODP18-08172,4602.00,4.55
52671,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00254,3.00,0.00
52672,CONSUNTIVO,Consumo,ART0005176,Articolo,ART0005136,ODP19-00254,2.00,0.00
52765,CONSUNTIVO,Consumo,ART0005247,Articolo,ART0001228,ODP18-08806,236.00,0.56
52772,CONSUNTIVO,Consumo,ART0005186,Articolo,ART0002249,ODP18-08806,220.00,6.91
53158,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-08749,1.00,114.69
53159,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-08749,1.00,69.00
53160,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-08749,1.00,2.00
53161,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-08749,1.00,2.50
53162,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-08749,2.00,5.75
53163,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-08749,1.00,0.32
53164,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-08749,1.00,27.47
53165,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-08749,4.00,0.11
53166,CONSUNTIVO,Consumo,ART0001883,Articolo,ART0000847,ODP18-08749,3.00,384.89
53167,CONSUNTIVO,Consumo,ART0001770,Articolo,ART0000847,ODP18-08749,6.00,231.77
53168,CONSUNTIVO,Consumo,ART0003838,Articolo,ART0000847,ODP18-08749,30.00,44.86
53169,CONSUNTIVO,Consumo,ART0001424,Articolo,ART0000847,ODP18-08749,3.00,6.82
53170,CONSUNTIVO,Consumo,ART0001400,Articolo,ART0000847,ODP18-08749,3.00,6.62
53171,CONSUNTIVO,Consumo,ART0001401,Articolo,ART0000847,ODP18-08749,3.00,7.26
53172,CONSUNTIVO,Consumo,ART0005772,Articolo,ART0000847,ODP18-08749,3.00,0.32
53173,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000847,ODP18-08749,12.00,3.02
53174,CONSUNTIVO,Consumo,ART0005813,Articolo,ART0002423,ODP18-08749,1460.00,1.81
53175,CONSUNTIVO,Consumo,ART0005249,Articolo,ART0001895,ODP18-08749,860.00,59.57
53176,CONSUNTIVO,Consumo,ART0005411,Articolo,ART0001783,ODP18-08749,560.00,53.47
53178,CONSUNTIVO,Consumo,ART0005951,Articolo,ART0001770,ODP18-08749,1656.00,163.45
53179,CONSUNTIVO,Consumo,ART0001950,Articolo,ART0000830,ODP18-08800,1.00,682.44
53180,CONSUNTIVO,Consumo,ART0001840,Articolo,ART0000830,ODP18-08800,1.00,358.37
53181,CONSUNTIVO,Consumo,ART0001985,Articolo,ART0000830,ODP18-08800,1.00,50.00
53182,CONSUNTIVO,Consumo,ART0002124,Articolo,ART0000830,ODP18-08800,2.00,25.00
53183,CONSUNTIVO,Consumo,ART0005839,Articolo,ART0000830,ODP18-08800,1.00,0.32
53184,CONSUNTIVO,Consumo,ART0003834,Articolo,ART0000830,ODP18-08800,7.00,36.23
53185,CONSUNTIVO,Consumo,ART0005301,Articolo,ART0000830,ODP18-08800,1.00,0.00
53186,CONSUNTIVO,Consumo,ART0005840,Articolo,ART0000830,ODP18-08800,1.00,0.00
53187,CONSUNTIVO,Consumo,ART0006077,Articolo,ART0001950,ODP18-08800,1.00,8.00
53188,CONSUNTIVO,Consumo,ART0005411,Articolo,ART0001950,ODP18-08800,256.00,24.44
53189,CONSUNTIVO,Consumo,ART0005204,Articolo,ART0001840,ODP18-08800,208.00,54.07
53191,CONSUNTIVO,Consumo,ART0001883,Articolo,ART0000847,ODP18-08812,3.00,384.89
53192,CONSUNTIVO,Consumo,ART0001770,Articolo,ART0000847,ODP18-08812,6.00,231.77
53193,CONSUNTIVO,Consumo,ART0003838,Articolo,ART0000847,ODP18-08812,30.00,44.86
53194,CONSUNTIVO,Consumo,ART0001424,Articolo,ART0000847,ODP18-08812,3.00,6.82
53195,CONSUNTIVO,Consumo,ART0001400,Articolo,ART0000847,ODP18-08812,3.00,6.62
53196,CONSUNTIVO,Consumo,ART0001401,Articolo,ART0000847,ODP18-08812,3.00,7.25
53197,CONSUNTIVO,Consumo,ART0005772,Articolo,ART0000847,ODP18-08812,3.00,0.32
53198,CONSUNTIVO,Consumo,ART0005677,Articolo,ART0000847,ODP18-08812,12.00,3.02
53199,CONSUNTIVO,Consumo,ART0001886,Articolo,ART0000848,ODP18-08812,14.00,925.58
53200,CONSUNTIVO,Consumo,ART0001775,Articolo,ART0000848,ODP18-08812,14.00,915.15
53201,CONSUNTIVO,Consumo,ART0001403,Articolo,ART0000848,ODP18-08812,14.00,11.20
53202,CONSUNTIVO,Consumo,ART0005222,Articolo,ART0000848,ODP18-08812,42.00,96.60
53203,CONSUNTIVO,Consumo,ART0005332,Articolo,ART0000848,ODP18-08812,28.00,110.60
53204,CONSUNTIVO,Consumo,ART0005283,Articolo,ART0000848,ODP18-08812,14.00,1.22
53205,CONSUNTIVO,Consumo,ART0005334,Articolo,ART0001775,ODP18-08812,2125.00,171.69
53222,CONSUNTIVO,Consumo,ART0005311,Articolo,ART0002385,ODP18-08126,2125.00,221.76
53227,CONSUNTIVO,Consumo,ART0001895,Articolo,ART0000782,ODP18-08454,1.00,89.87
53228,CONSUNTIVO,Consumo,ART0001783,Articolo,ART0000782,ODP18-08454,1.00,59.01
53229,CONSUNTIVO,Consumo,ART0001391,Articolo,ART0000782,ODP18-08454,1.00,2.00
53230,CONSUNTIVO,Consumo,ART0001387,Articolo,ART0000782,ODP18-08454,1.00,2.50
53231,CONSUNTIVO,Consumo,ART0003831,Articolo,ART0000782,ODP18-08454,2.00,5.75
53232,CONSUNTIVO,Consumo,ART0005139,Articolo,ART0000782,ODP18-08454,1.00,0.32
53233,CONSUNTIVO,Consumo,ART0002490,Articolo,ART0000782,ODP18-08454,1.00,27.47
53234,CONSUNTIVO,Consumo,ART0005300,Articolo,ART0000782,ODP18-08454,4.00,0.11
53235,CONSUNTIVO,Consumo,ART0005314,Articolo,ART0001575,ODP18-08454,2700.00,1.20
53236,CONSUNTIVO,Consumo,ART0005354,Articolo,ART0002740,ODP18-08454,3337.00,109.78
53240,CONSUNTIVO,Consumo,ART0001807,Articolo,ART0000853,ODP18-06048,40.00,2556.83
53241,CONSUNTIVO,Consumo,ART0001917,Articolo,ART0000853,ODP18-06048,40.00,3404.94
53242,CONSUNTIVO,Consumo,ART0003839,Articolo,ART0000853,ODP18-06048,80.00,460.00
53243,CONSUNTIVO,Consumo,ART0005460,Articolo,ART0001807,ODP18-06048,3575.00,1771.34
53244,CONSUNTIVO,Consumo,ART0005714,Articolo,ART0001917,ODP18-06048,4095.00,784.00
53258,CONSUNTIVO,Consumo,ART0006521,Articolo,ART0005034,ODP18-08874,3.00,7.50
53259,CONSUNTIVO,Consumo,ART0006288,Articolo,ART0005035,ODP18-08874,3.00,27.00
53260,CONSUNTIVO,Consumo,ART0006153,Articolo,ART0005036,ODP18-08874,13.00,78.00
53261,CONSUNTIVO,Consumo,ART0006474,Articolo,ART0005037,ODP18-08874,13.00,45.50
53273,CONSUNTIVO,Consumo,ART0000771,Articolo,ART0005136,ODP19-01043,1.00,230.95
